epoch,train_loss,train_roc_auc,train_ap,val_loss,val_roc_auc,val_ap,val_accuracy_050,val_balanced_accuracy_050,val_precision_050,val_recall_050,val_specificity_050,val_f1_050,val_TN,val_FP,val_FN,val_TP
29,0.4367630994597146,0.8801801649540292,0.87580428289235,0.599411664301889,0.831698214835334,0.822177695589847,0.7149122807017544,0.7149122807017544,0.6503067484662577,0.9298245614035088,0.5,0.7653429602888087,114,114,16,212
30,0.427493916694508,0.8864208693888589,0.8792448198891052,0.4752736107299202,0.8571483533394892,0.8677492977256779,0.7697368421052632,0.7697368421052632,0.786046511627907,0.7412280701754386,0.7982456140350878,0.7629796839729119,182,46,59,169
31,0.44545254423174746,0.8730183545159547,0.8708599854455343,0.518181464128327,0.8433364112034472,0.8369292718779618,0.7236842105263158,0.7236842105263157,0.6783216783216783,0.8508771929824561,0.5964912280701754,0.754863813229572,136,92,34,194
32,0.4449778008599614,0.8764006726608977,0.8612674437013176,0.8385567926523978,0.7924746075715604,0.7527207974230826,0.5789473684210527,0.5789473684210527,0.5434782608695652,0.9868421052631579,0.17105263157894737,0.7009345794392523,39,189,3,225
33,0.44037393220635346,0.8776872633856139,0.8702946822004127,0.48983392276261983,0.8660164666051093,0.871328891158308,0.7631578947368421,0.763157894736842,0.7112676056338029,0.8859649122807017,0.6403508771929824,0.7890625,146,82,26,202
34,0.4386308962522551,0.8805562128177392,0.8707562012696657,0.5915016699255559,0.8371037242228379,0.8494282260051937,0.7697368421052632,0.7697368421052632,0.8554913294797688,0.6491228070175439,0.8903508771929824,0.7381546134663342,203,25,80,148
35,0.43636662807575494,0.879882284342888,0.8673402266016415,0.4833596746126811,0.8535126192674669,0.8570220817849304,0.7850877192982456,0.7850877192982456,0.7642276422764228,0.8245614035087719,0.7456140350877193,0.7932489451476793,170,58,40,188
36,0.43493004108584205,0.8804674824229314,0.8753608275465328,0.5742043643666986,0.8447214527546938,0.844664095300836,0.7236842105263158,0.7236842105263158,0.8541666666666666,0.5394736842105263,0.9078947368421053,0.6612903225806451,207,21,105,123
37,0.4300134147322455,0.884077964440238,0.8739389056168421,0.8024570209938183,0.7885695598645737,0.7688980830305823,0.6622807017543859,0.6622807017543859,0.6016483516483516,0.9605263157894737,0.36403508771929827,0.7398648648648649,83,145,9,219
38,0.42872320011604664,0.8848659748512709,0.8743420253171698,0.5993528653655136,0.8389889196675899,0.8485919118271725,0.7456140350877193,0.7456140350877193,0.8888888888888888,0.5614035087719298,0.9298245614035088,0.6881720430107527,212,16,100,128
39,0.442883056263591,0.8751288703353164,0.8654329902129982,0.4921584359386511,0.8612265312403816,0.8609305579036195,0.7697368421052632,0.7697368421052632,0.7204301075268817,0.881578947368421,0.6578947368421053,0.7928994082840237,150,78,27,201
40,0.4144605495208918,0.893652396565711,0.8828612050584933,0.483167921241961,0.8667474607571561,0.8748380433720193,0.7675438596491229,0.7675438596491229,0.8210526315789474,0.6842105263157895,0.8508771929824561,0.7464114832535885,194,34,72,156
41,0.4278886338999105,0.8854342719037318,0.8742097860775584,0.47575646848009345,0.8623230224684518,0.8614720223102414,0.7763157894736842,0.7763157894736842,0.7423076923076923,0.8464912280701754,0.706140350877193,0.7909836065573771,161,67,35,193
42,0.4031078895164091,0.9010592719037317,0.8895422677467634,0.6461964573776513,0.825023084025854,0.8018762089622513,0.7280701754385965,0.7280701754385965,0.6566265060240963,0.956140350877193,0.5,0.7785714285714286,114,114,10,218
43,0.4138853362826414,0.8940833727690644,0.8794548528860051,0.5058584244627702,0.8561865189289012,0.8668240761148265,0.7850877192982456,0.7850877192982456,0.825,0.7236842105263158,0.8464912280701754,0.7710280373831776,193,35,63,165
44,0.40441964739976927,0.8996205719307733,0.8876403780018978,0.4541409413019816,0.8814442905509388,0.8731979754682229,0.7807017543859649,0.7807017543859649,0.737037037037037,0.8728070175438597,0.6885964912280702,0.7991967871485943,157,71,29,199
45,0.4053241832311763,0.8989572065981611,0.8951318937368304,0.6006214325888115,0.8526277316097262,0.8433904478665537,0.6864035087719298,0.6864035087719298,0.6210826210826211,0.956140350877193,0.4166666666666667,0.7530224525043178,95,133,10,218
46,0.4108807181203088,0.8941678779069767,0.8810338772651288,0.4701640867350394,0.8641889812249922,0.8618787849226904,0.793859649122807,0.7938596491228069,0.7815126050420168,0.8157894736842105,0.7719298245614035,0.7982832618025751,176,52,42,186
47,0.3943126769952996,0.9051260816657652,0.8960994923755252,0.4461913234309146,0.8803477993228686,0.8769791209499971,0.8048245614035088,0.8048245614035088,0.7747035573122529,0.8596491228070176,0.75,0.814968814968815,171,57,32,196
48,0.3989057762678279,0.9022191049215793,0.8937422034487881,0.7766200910534775,0.8215027700831026,0.7850621933587636,0.6578947368421053,0.6578947368421053,0.5978260869565217,0.9649122807017544,0.3508771929824561,0.738255033557047,80,148,8,220
49,0.41811653833056606,0.8911109045429964,0.8792696776754749,0.5985725971690395,0.853666512773161,0.829933138738927,0.6885964912280702,0.6885964912280702,0.6228571428571429,0.956140350877193,0.42105263157894735,0.754325259515571,96,132,10,218
50,0.40076671263506247,0.900611394672796,0.8922254700735139,0.5102964796518025,0.8627269929208987,0.8741497660418623,0.7741228070175439,0.7741228070175439,0.8272251308900523,0.6929824561403509,0.8552631578947368,0.7541766109785203,195,33,70,158
51,0.3872997438491777,0.9095731645484045,0.8933010103070647,0.5746940656712181,0.8620729455216989,0.8732909424092794,0.7785087719298246,0.7785087719298246,0.8757396449704142,0.6491228070175439,0.9078947368421053,0.7455919395465995,207,21,80,148
52,0.38957721618718877,0.9067021024878312,0.8994464573999563,0.6367340443427103,0.834141274238227,0.8150293045532644,0.6951754385964912,0.6951754385964912,0.6297376093294461,0.9473684210526315,0.44298245614035087,0.7565674255691769,101,127,12,216
53,0.38983688624792323,0.9059140920767984,0.8972717618285783,0.5670562412655145,0.8499538319482918,0.8445178910452976,0.6973684210526315,0.6973684210526316,0.6355421686746988,0.9254385964912281,0.4692982456140351,0.7535714285714286,107,121,17,211
54,0.3835508369429167,0.9097654137371552,0.9042788105299349,0.5942113143310213,0.8555517082179132,0.872987275393784,0.7719298245614035,0.7719298245614035,0.8974358974358975,0.6140350877192983,0.9298245614035088,0.7291666666666666,212,16,88,140
55,0.4062932480213254,0.900233234180638,0.8854754135197154,0.5433085618311899,0.8568982763927362,0.8696761795757514,0.7960526315789473,0.7960526315789473,0.8571428571428571,0.7105263157894737,0.881578947368421,0.7769784172661871,201,27,66,162
56,0.39402717837067536,0.9031190846403461,0.9006160752311225,0.451130944908711,0.87642351492767,0.8860306405201752,0.8092105263157895,0.8092105263157895,0.8190045248868778,0.793859649122807,0.8245614035087719,0.8062360801781737,188,40,47,181
57,0.387926472480907,0.90875768996755,0.899019391759339,0.47884671625338104,0.8647083718067098,0.8744321257854315,0.7850877192982456,0.7850877192982456,0.782608695652174,0.7894736842105263,0.7807017543859649,0.7860262008733624,178,50,48,180
58,0.38543802257194076,0.9092541576527853,0.899405492693115,0.548329855789218,0.8586680517082178,0.8611818163115778,0.7960526315789473,0.7960526315789473,0.8497409326424871,0.7192982456140351,0.8728070175438597,0.7790973871733967,199,29,64,164
59,0.36826598367025687,0.9177574871552191,0.915799518170002,0.5280884859854715,0.8702293013234841,0.8674470855532294,0.7521929824561403,0.7521929824561404,0.6885245901639344,0.9210526315789473,0.5833333333333334,0.7879924953095685,133,95,18,210
60,0.3510515599749809,0.9260178643861547,0.9198811791252396,0.44802106001920866,0.8833871960603262,0.8853328259956941,0.8179824561403509,0.8179824561403508,0.8251121076233184,0.8070175438596491,0.8289473684210527,0.8159645232815964,189,39,44,184
