regime,split,condition,generator,recall,sample_count,threshold
A3,unseen_test,jpeg_q50,VQDM,0.5964912280701754,285,0.2821369767189026
A3,unseen_test,jpeg_q50,Wukong,0.9122807017543859,285,0.2821369767189026
A3,unseen_test,resize_112,Midjourney,0.951048951048951,286,0.2821369767189026
A3,unseen_test,resize_112,VQDM,0.7719298245614035,285,0.2821369767189026
A3,unseen_test,resize_112,Wukong,0.9824561403508771,285,0.2821369767189026
A3,unseen_test,blur_sigma2,Midjourney,0.8916083916083916,286,0.2821369767189026
A3,unseen_test,blur_sigma2,VQDM,0.8280701754385965,285,0.2821369767189026
A3,unseen_test,blur_sigma2,Wukong,0.9754385964912281,285,0.2821369767189026
A3,unseen_test,screenshot_strong,Midjourney,0.9230769230769231,286,0.2821369767189026
A3,unseen_test,screenshot_strong,VQDM,0.631578947368421,285,0.2821369767189026
A3,unseen_test,screenshot_strong,Wukong,0.9403508771929825,285,0.2821369767189026
